"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"8019971","","September 13, 2025 at 6:50 AM","Burlington","111 Colchester Ave","COLCHESTER AVE.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU025839","Burlington PD","2","0.211","None/Other","Day","","None","None","","VT0040100","Not at a Junction","","111 Colchester Ave","","U5014","44.48072150261631,-73.19649308220555"
"8018786","","September 13, 2025 at 7:03 PM","Burlington","730-740 Shelburne Rd","US-7","Property Damage Only","Same Direction Sideswipe","Clear","State Highway numbered route, Class 1 TH","25SB009041","So. Burlington PD.","11","999.99","None/Other","Night","Swift St","None","None","","VT0040300","Not at a Junction","None","730-740 Shelburne Rd","Dry","0070","44.4459684162635,-73.20942187525127"
"8019521","","September 13, 2025 at 10:14 PM","Burlington","North Ave","NORTH AVE.","Property Damage Only","Left Turn and Thru, Angle Broadside -->v--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU025678","Burlington PD","2","3.017","None/Other","Night","Cottage Grove","None","None","","VT0040100","T - Intersection","None","North Ave","Dry","U5026","44.51482631619024,-73.25553047858065"
"8019126","","September 13, 2025 at 11:18 PM","Burlington","35 King St","KING ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU025690","Burlington PD","5","999.99","None/Other","Night","Battery St","None","None","","VT0040100","Not at a Junction","","35 King St","","0000","44.47460280350672,-73.21837842366082"
"8017724","","September 15, 2025 at 7:53 AM","Burlington","Plattsburg Ave","PLATTSBURG AVE.","Injury","Rear End","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU025817","Burlington PD","2","0.104","None/Other","Day","Barley Rd","None","None","","VT0040100","Not at a Junction","None","Plattsburg Ave","Dry","U5042","44.51729919902774,-73.25707663787803"
"8018383","","September 15, 2025 at 7:53 PM","Burlington","Rt 127","VT. 127 BELTLINE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU025893","Burlington PD","2","1.495","Deer","Night","Ethan Allen Homestead","None","None","","VT0040100","Not at a Junction","","Rt 127","","U5009","44.50603555103285,-73.23388245578734"
"8017989","","September 16, 2025 at 12:00 AM","Burlington","84 Pine St","PINE ST","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU026039","Burlington PD","5","999.99","None/Other","Night","Bank St","None","None","","VT0040100","T - Intersection","","84 Pine St","","0000","44.47753552801841,-73.21568681571947"
"8018644","","September 16, 2025 at 9:55 AM","Burlington","Mansfield Ave","TOWN ROAD 0012","Injury","Right Turn and Thru, Same Direction Sideswipe/Angle Crash ^^--","Clear","Street or Town Highways in FA Urban Area","25BU025936","Burlington PD","5","999.99","None/Other","Day","Colchester Ave","None","Bicycle","","VT0040100","Not at a Junction","None","Mansfield Ave","Dry","T0012","44.48099706810423,-73.19877181135195"
"8016230","","September 16, 2025 at 3:30 PM","Burlington","Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU025974","Burlington PD","11","0.334","None/Other","Day","Home Ave","None","None","","VT0040100","Four-way Intersection","","Shelburne St","","0070","44.45071625304683,-73.20898772151276"
"8016474","","September 16, 2025 at 5:22 PM","Burlington","Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU025985","Burlington PD","11","0.167","None/Other","Day","Interstate I-189 W","None","None","","VT0040100","Four-way Intersection","","Shelburne St","","0070","44.44835191985894,-73.20922755119118"
"8019494","","September 16, 2025 at 11:08 PM","Burlington","153 North Ave","NORTH AVE.","Property Damage Only","Other - Explain in Narrative","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU026022","Burlington PD","2","0.326","None/Other","Night","153 North Ave","None","None","","VT0040100","Not at a Junction","None","153 North Ave","Dry","U5026","44.48597731398516,-73.22356389916663"
"8016580","","September 17, 2025 at 11:40 AM","Burlington","70 Cambrian Way","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU026057","Burlington PD","9","999.99","None/Other","Day","Parking Lot","None","None","","VT0040100","Parking Lot","","70 Cambrian Way","","0000","44.49056683773861,-73.22848137301281"
"8017082","","September 17, 2025 at 2:45 PM","Burlington","95 Archibald St","TOWN ROAD 0109","Property Damage Only","Same Direction Sideswipe","Clear","Street or Town Highways in FA Urban Area","25BU026076","Burlington PD","5","999.99","None/Other","Day","95 Archibald St","None","None","","VT0040100","Not at a Junction","None","95 Archibald St","Dry","T0109","44.48792293698832,-73.20959079644751"
"8019893","","September 17, 2025 at 3:32 PM","Burlington","111 Colchester Ave","Unknown","Property Damage Only","Right Turn and Thru, Broadside ^<--","Clear","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU026073","Burlington PD","9","999.99","None/Other","Day","UVM MC Ambulance Bay","None","None","","VT0040100","Other - Explain in Narrative","None","111 Colchester Ave","Dry","0000","44.47950383821392,-73.1957120550621"
"8019530","","September 18, 2025 at 11:54 AM","Burlington","College St","COLLEGE ST.","Injury","Left Turn and Thru, Angle Broadside -->v--","Clear","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU026144","Burlington PD","2","0.67","None/Other","Day","S Willard St","None","Bicycle","","VT0040100","Four-way Intersection","None","College St","Dry","U5068","44.47748757800208,-73.20555967042682"
"8019351","","September 18, 2025 at 6:48 PM","Burlington","351 Shelburne Rd","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU026177","Burlington PD","9","999.99","None/Other","Day","Parking Lot","None","None","","VT0040100","Parking Lot","","351 Shelburne Rd","","0000","44.45589373213296,-73.20960486360985"
"8015977","","September 19, 2025 at 12:13 PM","Burlington","Riverside Ave","MANHATTAN DR.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU026261","Burlington PD","2","0.53","None/Other","Day","Intervale Ave","None","None","","VT0040100","Four-way Intersection","","Riverside Ave","","U5056","44.48944746758145,-73.20981312605088"
"8019296","","September 19, 2025 at 10:32 PM","Burlington","171 N Willard St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU026338","Burlington PD","11","2.773","None/Other","Night","Charles St","None","None","","VT0040100","Not at a Junction","","171 N Willard St","","0070","44.485669974812865,-73.20595199889367"
"8017333","","September 20, 2025 at 12:00 AM","Burlington","686 Riverside Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU026681","Burlington PD","9","999.99","None/Other","Night","686 Riverside Ave","None","None","","VT0040100","Parking Lot","","686 Riverside Ave","","0000","44.489241128727265,-73.20890274378361"
"8017191","","September 20, 2025 at 1:07 PM","Burlington","N Winooski Ave","ALTERNATE US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU026416","Burlington PD","11","1.204","None/Other","Day","Pearl St","None","None","","VT0040100","Not at a Junction","","N Winooski Ave","","9993","44.48053449085963,-73.21121830985471"
"8017093","","September 20, 2025 at 2:37 PM","Burlington","North Ave","NORTH AVE","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU026428","Burlington PD","2","1.629","Deer","Day","Beltline","None","None","","VT0040100","Not at a Junction","","North Ave","","0000","44.501078171429,-73.23689892145474"
"8017838","","September 20, 2025 at 9:05 PM","Burlington","S Winooski Ave","ALTERNATE US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU026464","Burlington PD","11","1.047","None/Other","Night","Bank St","None","None","","VT0040100","T - Intersection","","S Winooski Ave","","9993","44.478260308084266,-73.21110806015433"
"8019756","","September 21, 2025 at 12:31 PM","Burlington","1024 North Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU026526","Burlington PD","9","999.99","None/Other","Day","WALGREENS PARKING LOT","None","None","","VT0040100","Parking Lot","","1024 North Ave","","0000","44.50484672789196,-73.2414106699082"
"8019866","","September 22, 2025 at 9:13 AM","Burlington","555 Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU026585","Burlington PD","11","0.322","None/Other","Day","Home Ave","None","None","","VT0040100","Four-way Intersection","","555 Shelburne St","","0070","44.450546907532846,-73.20901357016203"
"8019662","","September 22, 2025 at 6:55 PM","Burlington","9 S Union St","S UNION ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU026643","Burlington PD","2","1.061","None/Other","Day","Pearl St","None","None","","VT0040100","Not at a Junction","","9 S Union St","","U5052","44.48014514827186,-73.209280356123"
"8017054","","September 23, 2025 at 3:16 PM","Burlington","284-298 Pearl St","TOWN ROAD 0235","Property Damage Only","","","Street or Town Highways in FA Urban Area","25BU026717","Burlington PD","5","999.99","None/Other","Day","Hungerford Terr","None","None","","VT0040100","T - Intersection","","284-298 Pearl St","","T0235","44.48061220069454,-73.20720182723817"
"8017013","","September 23, 2025 at 5:00 PM","Burlington","140 Riverside Ave","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU026731","Burlington PD","9","999.99","None/Other","Day","PARKING LOT","None","None","","VT0040100","Parking Lot","","140 Riverside Ave","","0000","44.48563642079738,-73.18912216179179"
"8017319","","September 25, 2025 at 7:13 AM","Burlington","Home Ave","HOME AVE","Injury","Same Direction Sideswipe","Rain","Street or Town Highways in FA Urban Area","25BU026855","Burlington PD","5","999.99","None/Other","Day","Champlain Pkwy","None","Bicycle","","VT0040100","Four-way Intersection","Road Surface Condition(wet, icy, snow, slush, etc)","Home Ave","Wet","0000","44.451207684608185,-73.21781516276569"
"8019725","","September 25, 2025 at 6:19 PM","Burlington","College St","COLLEGE ST.","Injury","Left Turn and Thru, Angle Broadside -->v--","Rain","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU026902","Burlington PD","2","0.389","None/Other","Day","S Winooski Ave","None","None","","VT0040100","Four-way Intersection","None","College St","Wet","U5068","44.477157931927096,-73.21107684777344"
"8018576","","September 25, 2025 at 6:34 PM","Burlington","Shelburne St","US-7","Property Damage Only","Rear End","Rain","State Highway numbered route, Class 1 TH","25BU026903","Burlington PD","11","0.2","None/Other","Day","Interstate I-189 W","None","None","","VT0040100","Y - Intersection","Road Surface Condition(wet, icy, snow, slush, etc)","Shelburne St","Wet","0070","44.44881957872854,-73.20918891285693"
"8016931","","September 26, 2025 at 10:09 AM","Burlington","Shelburne St","US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU026964","Burlington PD","11","0.168","None/Other","Day","I-189","None","None","","VT0040100","Off Ramp","","Shelburne St","","0070","44.44836609269987,-73.20922641533471"
"8017425","","September 26, 2025 at 3:47 PM","Burlington","38 S Winooski Ave","S WINOOSKI AVE","Injury","Single Vehicle Crash","Clear","Street or Town Highways in FA Urban Area","25BU027003","Burlington PD","5","999.99","None/Other","Day","Buell St","None","Pedestrian","","VT0040100","T - Intersection","None","38 S Winooski Ave","Dry","0000","44.47909428838209,-73.21106758448676"
"8015867","","September 26, 2025 at 4:16 PM","Burlington","112 Lake St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU027005","Burlington PD","9","999.99","None/Other","Day","Foam Brewers","None","None","","VT0040100","Parking Lot","","112 Lake St","","0000","44.47903568599553,-73.22041885538809"
"8016336","","September 27, 2025 at 10:09 AM","Burlington","60 Battery St","DISC","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU027105","Burlington PD","9","999.99","None/Other","Day","3RD FLOOR OF PARKING GARAGE","None","None","","VT0040100","Parking Lot","","60 Battery St","","0000","44.47797584768026,-73.2172256945571"
"8017692","","September 27, 2025 at 11:19 AM","Burlington","56 Hungerford Ter","TOWN ROAD 0235","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","Street or Town Highways in FA Urban Area","25BU027108","Burlington PD","5","999.99","None/Other","Day","Buell St","None","None","","VT0040100","Not at a Junction","None","56 Hungerford Ter","Dry","T0235","44.47933484008436,-73.20711097706506"
"8018602","","September 27, 2025 at 2:15 PM","Burlington","333 Shelburne St","Unknown","Property Damage Only","","","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)","25BU027122","Burlington PD","9","999.99","None/Other","Day","Burlington Hyundai Parking Lot","None","None","","VT0040100","Parking Lot","","333 Shelburne St","","0000","44.45570694203817,-73.20925078523494"
"8019150","","September 27, 2025 at 8:21 PM","Burlington","38 N Winooski Ave","ALTERNATE US-7","Property Damage Only","","","State Highway numbered route, Class 1 TH","25BU027152","Burlington PD","11","1.261","None/Other","Night","Pearl St","None","None","","VT0040100","Not at a Junction","","38 N Winooski Ave","","9993","44.48136081997827,-73.21126047235049"
"8017385","","September 28, 2025 at 1:39 PM","Burlington","Pearl St","PEARL ST.","Property Damage Only","","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","25BU027223","Burlington PD","2","0.006","None/Other","Day","Park St","None","None","","VT0040100","T - Intersection","","Pearl St","","U5038","44.4802667089907,-73.21889268401604"
